Stimulus,CID,IsomericSMILES,Descriptors,sweet,floral,minty,pungent
140-67-0,8815,COC1=CC=C(C=C1)CC=C,sweet;anise;spicy;herbal;sassafrass;anisic;phenolic;green;minty;fennel,1,0,1,0
1646-26-0,15435,CC(=O)C1=CC2=CC=CC=C2O1,sweet;floral;honey;tropical;coumarinic;neroli;orangeflower;honeysuckle;lactonic,1,1,0,0
5406-58-6,79409,CC1(COC(OC1)(C)C2=CC=CC=C2)C,sweet;camphoreous;hawthorn;sandalwood;woody,1,0,0,0
5362-56-1,21458,CC(C)C=CC=O,aldehydic;apple cooked apple;spicy;cognac;grassy;apple;fresh;green;ethereal;woody;pungent,0,0,0,1
43052-87-5,62002,CC=CC(=O)C1C(=CCCC1(C)C)C,sweet;metallic;spicy;plum;berry;floral;fruity;apple;green;woody;minty,1,1,1,0
31499-72-6,35821,CC1=CCCC(C1CCC(=O)C)(C)C,berry;floral;fruity;violet;powdery;raspberry;woody;orris,0,1,0,0
111-70-6,8129,CCCCCCCO,sweet;musty;vegetable;leafy;banana;herbal;fruity;violet;apple;green;peony;woody;pungent,1,0,0,1
106-25-2,643820,CC(=CCC/C(=C\CO)/C)C,sweet;natural;magnolia;neroli;citrus,1,0,0,0
53488-14-5,104512,CCCCCCCCOCC=O,floral;sweet;green,1,1,0,0
102-19-2,7600,CC(C)CCOC(=O)CC1=CC=CC=C1,sweet;animal;floral;honey;rose;cocoa;balsamic;castoreum;chocolate,1,1,0,0
515-03-7RRS,163263,C[C@]12CCCC([C@@H]1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C,sweet;weedy;sage clary sage;amber;balsamic;woody,1,0,0,0
1142-85-4,585911,CC1=CCC(CC1)C(C)(C)OC(=O)CC(C)C,sweet;orange;balsamic;incense;frankincense;pine;citrus,1,0,0,0
7416-35-5,92002,CC=C(C)C1CCC(O1)(C)C,sweet;spicy;minty;herbal;cooling;camphoreous;fresh;green;woody;celery;citrus,1,0,1,0
13532-18-8,61641,COC(=O)CCSC,sweet;vegetable;sulfurous;garlic;horseradish;rooty;onion;tomato;pungent,1,0,0,1
122-59-8,19188,C1=CC=C(C=C1)OCC(=O)O,sweet;honey;sour,1,0,0,0
141-78-6,8857,CCOC(=O)C,sweet;rummy;grape;weedy;fruity;green;ethereal,1,0,0,0
1378867-81-2,89491190,CC(C)C1CCC(=CC1)CCC=O,cyclamen;aldehydic;lily of the valley;floral;green,0,1,0,0
20691-52-5,88655,CC(C)(C)C1CCC(CC1)C=O,floral;woody,0,1,0,0
7492-37-7,5463905,CCCC(=O)C(CC)CC1=CC=CC=C1,aldehydic;raisin;plum;berry;fig;herbal;fruity;fruit dried fruit;woody;minty,0,0,1,0
58475-04-0,21918450,CCCCC(CC)CCC=O,fatty;floral;fruity;milky;waxy;citrus;lactonic,0,1,0,0
5434-57-1,62575,CCCCCCOC(=O)C(C)(C)C,sweet;musty;fatty;floral;fruity;green;woody,1,1,0,0
72724-82-4,3018362,CCCCCCCCCOC(=O)C1=CC=CC=C1N,sweet;mandarin;orange;citrus,1,0,0,0
2305-05-7,16821,CCCCCCCCC1CCC(=O)O1,sweet;metallic;fatty;fruity;peach,1,0,0,0
58-86-6,6027,C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,sweet;woody;smoky;caramellic,1,0,0,0
67801-44-9,105651,CCCCCCCC=NC1=CC=CC=C1C(=O)OC,fatty;floral;grape;oily;fresh,0,1,0,0
1733-25-1,15613,CC(C)OC(=O)C=C(C)C,sweet;vegetable;spicy;cooling;green;minty,1,0,1,0
103-82-2,999,C1=CC=C(C=C1)CC(=O)O,sweet;animal;sour;floral;honey;rose;civet;powdery;tobacco;honeysuckle;chocolate;waxy,1,1,0,0
10031-86-4,61447,CCCC(=O)OC(CC)C1=CC=CC=C1,plum;floral;fruity;apricot;jasmin,0,1,0,0
590-36-3,11543,CCCC(C)(C)O,pungent,0,0,0,1
53950-85-9,23452781,CC1=CC(C=C(C1=O)C)(C)C,sweet;natural;warm;green;woody;minty;hay,1,0,1,0
16197-92-5,6951704,C[C@H](C1=CC=CC=C1)OC(=O)C,floral;fruity;apricot;apple;mimosa;jasmin;gardenia,0,1,0,0
136115-65-6,5369325,CCOC(=O)/C=C/SC,sweet;onion,1,0,0,0
110-43-0,8051,CCCCCC(=O)C,sweet;spicy;banana;herbal;fruity;coconut;creamy;green;woody;cheesy;ketonic,1,0,0,0
3033-23-6,1712087,C[C@@H]1CCO[C@@H](C1)C=C(C)C,metallic;cortex;floral;rose;powdery;green;geranium,0,1,0,0
112-23-2,8169,CCCCCCCOC=O,vegetable;plum;floral;herbal;cucumber;fruity;apple;green;waxy,0,1,0,0
32540-03-7,6504440,CC1=CC/C(=C(\C)/CCC=O)/CC1,floral;lily of the valley,0,1,0,0
5413-60-5,110655,CC(=O)OC1CC2CC1C3C2C=CC3,floral;woody;green;cedar;soapy;pine,0,1,0,0
39067-80-6,6365572,CC(=CCC/C(=C/CS)/C)C,rhubarb;sulfurous;berry;catty;fruity;green;minty;citrus,0,0,1,0
128-50-7,31408,CC1(C2CC=C(C1C2)CCO)C,sweet;herbal;balsamic;pine;citrus,1,0,0,0
26489-01-0,8842,CC(CCC=C(C)C)CCO,floral;rose;bud;leather;citrus;waxy,0,1,0,0
122-78-1,998,C1=CC=C(C=C1)CC=O,sweet;fermented;floral;honey;rose;clover;cocoa;powdery;green;earthy;hyacinth;chocolate,1,1,0,0
515-00-4,10582,CC1(C2CC=C(C1C2)CO)C,sweet;medicinal;herbal;camphoreous;cooling;balsamic;woody;minty;pine,1,0,1,0
6270-03-7,95008,CC(=O)OCC(C1=CC=CC=C1)OC(=O)C,floral;honey;vetiver;muguet;balsamic;hyacinth;gardenia,0,1,0,0
72117-72-7,6441344,CCC(=O)/C(=C/C1C(=CCCC1(C)C)C)/C,sweet;floral;violet;powdery;woody,1,1,0,0
150-86-7,5280435,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,floral;powdery;balsamic;waxy,0,1,0,0
NF0651,11746809,C[C@H]1C(=O)OCCCCCCCCCCCO1,sweet;flowery;ambergris;nitromusk;ambrette;musk,1,0,0,0
341017-24-1,54442944,CCCC(=CCOC(=O)C)C,floral;fruity;green,0,1,0,0
1200-67-5,62387,CC1(C2CCC1([C@H](C2)OC=O)C)C,musty;earthy;medicinal;camphoreous;cooling;balsamic;woody;minty,0,0,1,0
503-93-5,136330,CC1=CC=CC(CC1=O)(C)C,minty,0,0,1,0
111-79-5,8136,CCCCCCC=CC(=O)OC,sweet;vegetable;melon;fruity;violet;pear;green;waxy,1,0,0,0
108-22-5,7916,CC(=C)OC(=O)C,sweet;grape skin;berry;acetic;fruity;ethereal,1,0,0,0
7778-96-3,16204529,CC(C)CC(=O)OCCC(C)CCCC(=C)C,floral;rose red rose,0,1,0,0
2756-56-1,17685,CCC(=O)OC1CC2(CCC1C2(C)C)C,herbal;fruity;pine;camphoreous;lavender;balsamic;woody;earthy;pungent,0,0,0,1
140-10-3,444539,C1=CC=C(C=C1)/C=C/C(=O)O,sweet;balsamic;storax,1,0,0,0
25304-14-7,91388,CC(=O)C1CCCC(C1)(C)C,thujonic;cedar;herbal;woody;minty,0,0,1,0
72894-12-3,166343,CCCCCCCCC=NC1=CC=CC=C1C(=O)OC,sweet;aldehydic;floral;rose;orangeflower,1,1,0,0
55947-18-7,20314017,CCC#CC(=O)C(OC)OC,sweet;earthy;camphor;warm;patchouli;minty,1,0,1,0
194934-66-2,44256573,C[C@@H](CC/C=C(\C)/CCC=C(C)C)CC=O,cyclamen;floral;orchid;creamy;muguet;green;watery;waxy,0,1,0,0
68555-28-2,109464,CC(C)CCOC(CC1=CC=CC=C1)OCCC(C)C,floral;herbal;green,0,1,0,0
51566-62-2,3033030,CC(CCC=C(C)C)CC#N,metallic;floral;fresh;lemon;citrus;waxy,0,1,0,0
5182-36-5,107381,CC1CC(OC(O1)C)(C)C2=CC=CC=C2,natural;floral;fresh;green;citrus;gardenia,0,1,0,0
68527-76-4,109457,CCOC1=C(C=CC(=C1)C2OCC(O2)C)O,sweet;vanilla;spicy;creamy;clove;sharp,1,0,0,0
7779-67-1,538506,CC(C)CCOC(=O)CCC1=CC=CO1,sweet;raisin;floral;rose;caramellic;fruity;apple green apple;green,1,1,0,0
5471-51-2,21648,CC(=O)CCC1=CC=C(C=C1)O,sweet;seedy;ripe;berry;floral;jammy;raspberry;woody,1,1,0,0
1113-21-9,5365872,CC(=CCC/C(=C/CC/C(=C/CCC(C)(C=C)O)/C)/C)C,floral;balsamic;rose,0,1,0,0
101-97-3,7590,CCOC(=O)CC1=CC=CC=C1,sweet;chocolate dark chocolate;floral;honey;rose;cocoa;anisic;balsamic;licorice black licorice,1,1,0,0
31375-17-4,35785,CCC(=O)C1CC(CC=C1C)C(C)C,leafy;cortex;floral;herbal;phenolic;green;woody;citrus,0,1,0,0
166432-52-6Z,10374596,CCCCCC#C/C=C\C=C,greasy;floral;violet leaf;violet;fruity;green;tropical;chicken coup,0,1,0,0
69834-10-2,112162,CC1(C2CCC1C(C2)C3CCCCC3O)C,sweet;oily;creamy;sandalwood;woody,1,0,0,0
71648-34-5,570530,CC(C)(C1CCC(=C)CC1)OC(=O)C2=CC=CC=C2,ylang;floral;fir needle;balsamic;woody;cypress,0,1,0,0
NF0143,16081708,CC1CC(C(=O)C(=C1)C)(C)CC=C(C)C,aldehydic;floral;herbal;terpenic;fresh;grapefruit,0,1,0,0
68129-81-7,3085365,C[C@@H]1CC(C=C([C@@]12CCC(=C(C)C)C2)C)O,sweet;rooty;balsamic;sandalwood;woody,1,0,0,0
10415-87-9,61516,CCC(C)(CCC1=CC=CC=C1)O,sweet;lilac;floral;peony;anisic;fresh;narcissus;earthy,1,1,0,0
67785-76-6,105594,COC(=O)C1=CC=CC=C1N=CCC2=CC=CC=C2,mandarin;foliage;floral;green;sweet pea;hyacinth,1,1,0,0
40596-76-7,162418,CC(CCC=C(C)C)CC(C)O,floral;citronella;citrus;lemon;grapefruit,0,1,0,0
19342-01-9,103034,C[C@H](C1=CC=CC=C1)N(C)C,sweet;fishy;ammoniacal,1,0,0,0
67801-64-3,105664,CCOC(=O)OC1CCCCC1C(C)(C)C,spicy;floral;herbal;green;woody,0,1,0,0
313973-37-4,15897831,C=CCCC(=O)C(=C)C1CCCCC1,sweet;metallic;weedy;herbal;fruity;pineapple;galbanum;orchid;green;tropical,1,0,0,0
118-61-6,8365,CCOC(=O)C1=CC=CC=C1O,sweet;spicy;floral;cooling;balsamic;minty;wintergreen;tutti frutti,1,1,1,0
10031-82-0,24834,CCOC1=CC=C(C=C1)C=O,sweet;anisic;floral;spicy,1,1,0,0
123-92-2,31276,CC(C)CCOC(=O)C,sweet;solvent;estery;ripe;banana;fruity,1,0,0,0
20920-83-6,3486665,CCOCC1=CC=CC=C1O,sweet;vanilla;smoky;castoreum,1,0,0,0
136954-20-6,518810,CCCC(CCOC(=O)C)S,currant bud black currant bud;blackberry;floral;fruity;pear;raspberry;passion fruit;tropical,0,1,0,0
6378-65-0,22873,CCCCCCOC(=O)CCCCC,sweet;vegetable;berry;herbal;fruity;grassy;fresh;green;tropical;waxy,1,0,0,0
108-88-3,1140,CC1=CC=CC=C1,sweet,1,0,0,0
357650-26-1,11030204,C/C=C/C(=O)/C(=C(/C)\C(C)C)/C,raisin;plum;floral;rose;fruity;apple;fruit dried fruit,0,1,0,0
10032-02-7,5365992,CCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,floral;rose;fruity;geranium;waxy,0,1,0,0
22940-86-9,579675,CC1=CC(=C(O1)C(=O)C)C,sweet;balsamic,1,0,0,0
737776-59-9,5406442,C[C@H](CC1=CC2=C(C=C1)OCO2)C=O,sweet;cyclamen;aldehydic;lily of the valley;floral;fruity;lemon,1,1,0,0
58244-29-4,94001,CC1COC(O1)C2=CC=C(C=C2)C,floral;fruity;almond bitter almond;cherry,0,1,0,0
7493-58-5,24115,CC(C)C(=O)C(=O)C,sweet;fatty;fruity;creamy;brown;buttery,1,0,0,0
35044-59-8,118201,CCOC(=O)C1=C(C=CCC1(C)C)C,natural;floral;herbal;rose;apple;fresh;woody,0,1,0,0
624-54-4,12217,CCCCCOC(=O)CC,sweet;banana;fruity;pineapple;apricot;tropical,1,0,0,0
7779-81-9,5367807,C/C=C(/C)\C(=O)OCC(C)C,sweet;spicy;herbal;weedy;cooling;green;woody;celery;caraway,1,0,0,0
19317-11-4,68150,CC(=CCCC(=CCCC(=CC=O)C)C)C,floral;minty,0,1,1,0
98-85-1,7409,CC(C1=CC=CC=C1)O,sweet;naphthyl;medicinal;camphoreous;fresh;almond;chemical;hyacinth;gardenia,1,0,0,0
2445-78-5,17129,CCC(C)COC(=O)C(C)CC,sweet;estery;berry;fruity;apple;green;waxy,1,0,0,0
469-61-4,10099,C[C@@H]1CC[C@@H]2C13CC=C(C(C3)C2(C)C)C,sweet;woody;fresh;cedar,1,0,0,0
110-89-4,8082,C1CCNCC1,sweet;animal;floral,1,1,0,0
4927-39-3,78640,CC(=O)CC(C)(C)C1CCCCC1,floral;woody;vetiver;waxy,0,1,0,0
2520-60-7,102835,CC(=CCC1CCCC1=O)C,floral;jasmin,0,1,0,0
7289-52-3,23716,CCCCCCCCCCOC,sweet;clean;marine;fresh;cloth laundered cloth,1,0,0,0
91-51-0,64807,CC(CC1=CC=C(C=C1)C(C)(C)C)C=NC2=CC=CC=C2C(=O)OC,floral;fresh;muguet;green;lily;orangeflower;citrus,0,1,0,0
169054-69-7,6430188,CCCCC/C=C\CCCCCCC=O,beeswax;fatty;floral;herbal;fruity;orange peel;green;citrus;waxy,0,1,0,0
5421-12-5,95397,CCCCCCCCCC1OCC(O1)C,floral;herbal;green,0,1,0,0
155639-75-1,11084346,CCCCCC1OC(C(O1)C)C,sweet;green;fatty,1,0,0,0
7779-66-0,68968644,CC(C)CCOC(=O)CCCC1=CC=CO1,sweet;caramellic;fruity;buttery,1,0,0,0
37172-53-5,162249,CCCCCCC1C(CCC1=O)C(=O)OC,floral;herbal;oily;fresh;green;jasmin,0,1,0,0
29171-20-8,62842,CC(=CCCC(C)(C#C)O)C,sweet;dry;ambrette;woody;musk;waxy,1,0,0,0
1192-62-7,14505,CC(=O)C1=CC=CO1,sweet;toasted;caramellic;cocoa;nutty;coffee;balsamic;brown;almond;milky;lactonic,1,0,0,0
10032-11-8,37065,CCC=CCCOC(=O)CC(C)C,sweet;apple;apple green apple;green,1,0,0,0
6627-88-9,226486,COC1=CC(=CC(=C1O)OC)CC=C,sweet;meaty;bacon;smoky;burnt;phenolic;ham;roasted;woody;meaty roasted meaty,1,0,0,0
151-05-3,9024,CC(=O)OC(C)(C)CC1=CC=CC=C1,sweet;berry;floral;rose;fruity;pear;powdery;green;jasmin,1,1,0,0
591-60-6,11576,CCCCOC(=O)CC(=O)C,sweet;fermented;fruity;brandy,1,0,0,0
121-98-2,8499,COC1=CC=C(C=C1)C(=O)OC,sweet;herbal;anisic;anise,1,0,0,0
4673-31-8,78405,CCCC1=CN=CC=C1,sweet;musty;earthy;green;woody;beany,1,0,0,0
60416-24-2,108940,CC(=O)OCCCC1CCCCC1,floral;fruity;ethereal,0,1,0,0
13679-74-8,83655,CC1=CC=C(S1)C(=O)C,sweet;spicy;caramellic;honey;acacia;hawthorn;almond;hyacinth;graham cracker,1,0,0,0
33662-58-7,118521,CC1=C(C=CC(=C1O)C(=O)OC)O,sweet;oakmoss;seashore;phenolic;mossy,1,0,0,0
6901-97-9,24680,CC1=CCCC(C1C=CC(=O)C)(C)C,floral,0,1,0,0
74367-97-8,5362581,CCOC(=O)C1C(O1)(C)C2=CC=C(C=C2)C,sweet;berry;floral;fruity;powdery;green;cherry,1,1,0,0
131379-24-3,16723410,C/C=C\CCCCCCCC#N,floral;fruity;fresh,0,1,0,0
3080-69-1,95401,CCCCCCC1OCCC(O1)C,floral;geranium;rose,0,1,0,0
659-70-1,12613,CC(C)CCOC(=O)CC(C)C,sweet;estery;ripe;fruity;apple;jammy;green;tropical,1,0,0,0
89-43-0,98118,CC(CCCC(C)(C)O)CC=NC1=CC=CC=C1C(=O)OC,floral;lily;orangeflower;sweet,1,1,0,0
10588-15-5,114419,CC1CCC(C(C1)OC=O)C(=C)C,leafy;minty;tuberose;green,0,0,1,0
89-48-5,220674,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(C)C,tea;mentholic;fruity;cooling;minty,0,0,1,0
38142-45-9,11019061,CC1=CC[C@@H](CC1)C(=C)CO,minty;clean;citrus,0,0,1,0
556-61-6,11167,CN=C=S,mustard;horseradish;pungent,0,0,0,1
68140-48-7,91696,CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C,dry;sweet;herbal;amber;creamy;musk,1,0,0,0
10402-48-9,6436369,CC(=CCC/C(=C/COC(=O)C(=C(C)C)C)/C)C,sweet;rummy;rose;herbal;fruity;tropical,1,0,0,0
71735-79-0,6441804,CC1(C/C=C\CC/C=C\CCC2C1(O2)C)C,sweet;dry;cedar;amber;powdery;patchouli;sandalwood;woody,1,0,0,0
127-42-4,5371084,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,sweet;tea;floral;fruity;violet;powdery;woody;orris,1,1,0,0
61692-79-3,6432903,C/C=C(/C)\C(=O)OCCC1=CC=CC=C1,floral;woody;orris;rose,0,1,0,0
15149-10-7,84804,CC1=CC=C(C=C1)OCCO,floral;jasmin;animal,0,1,0,0
10519-06-9,66337,CCCCOC1=CC=C(C=C1)C,floral;ylang,0,1,0,0
80957-74-0,6428985,CC1C(=O)CC2(O1)C(=CC=CC2(C)C)C,floral;woody,0,1,0,0
533-18-6,10778,CC1=CC=CC=C1OC(=O)C,fruit dried fruit;floral;sweet;medicinal,1,1,0,0
93-18-5,7129,CCOC1=CC2=CC=CC=C2C=C1,floral;naphtha;blossom;grape;powdery;orange,0,1,0,0
5454-09-1,229387,CCCCCCCCCCOC(=O)CCC,sweet;fruity;rose;waxy,1,0,0,0
5595-79-9,6453284,CCOC1=C(C=CC(=C1)COC)O,sweet;vanilla;spicy;custard;floral;powdery;carnation;balsamic;clove;woody burnt wood,1,1,0,0
637-69-4,12507,COC1=CC=C(C=C1)C=C,sweet,1,0,0,0
37526-88-8,250096,C/C=C(\C)/C(=O)OCC1=CC=CC=C1,sweet;vegetable;cherry;mushroom;cortex;plastic;nutty;balsamic;almond;earthy,1,0,0,0
70266-48-7,6438067,C/C=C/C(=O)C1CCC(C=C1C)(C)C,floral;rose;plum,0,1,0,0
55719-85-2,5357002,C/C=C(\C)/C(=O)OCCC1=CC=CC=C1,sweet;natural;leafy;rose;herbal;oily;green,1,0,0,0
